config_id,overall_MAPE,overall_NMSE,runtime_sec,s0_MAPE,s0_NMSE,s1_MAPE,s1_NMSE,s2_MAPE,s2_NMSE,s3_MAPE,s3_NMSE,s4_MAPE,s4_NMSE
62,0.069788578498121978,0.0001244003225070787,0.014754295000000001,0,0,0,0,0.0032657381748219037,2.0747590606460765e-07,0.0016266125358492093,4.650168832398788e-08,0.095166505640853619,0.00012474732005306627
63,0.011931561421392241,0.0097498061732627424,0.014819923,0,0,0,0,0.0032657381748219037,2.0747590606460765e-07,0.0075661031970618185,1.0157051859989345e-06,0.0003441145397622694,2.8488482178333717e-09
64,0.046876429475665261,0.014630228651296122,0.014838208,0,0,0,0,0.0032657381748219037,2.0747590606460765e-07,0.032922391524293174,1.7197917793120815e-05,0.0011137781542328951,1.9666077745222721e-08
65,0.40198048556717569,0.088658229909592268,0.014795724999999999,0,0,0,0,0.0032657381748219037,2.0747590606460765e-07,0.27149403570967562,0.0011467575667019995,0.011998077590687784,1.9024147497166475e-06
66,0.57799258928774211,0.090321064454873992,0.014841544,0,0,0,0,0.0032657381748219037,2.0747590606460765e-07,0.27149403570967562,0.0011467575667019995,0.19041559486652979,0.0004957115273660211
67,0.006591427852080672,1.1410865993951167e-06,0.014935186,0,0,0,0,0.0067340929936715345,9.2459189360104763e-07,0,0,0,0
68,0.0063525321362436762,1.0869505366782691e-06,0.014831755,0,0,0,0,0.0067340929936715345,9.2459189360104763e-07,0,0,0.0003441145397622694,2.8488482178333717e-09
69,0.0049817989352532845,7.3972594560459462e-07,0.014743454,0,0,0,0,0.0067340929936715345,9.2459189360104763e-07,0,0,0.0055576717676975368,4.4941701671434056e-07
70,0.12618817849253217,0.0004706213379729798,0.014779954,0,0,0,0,0.0067340929936715345,9.2459189360104763e-07,0.00059882329038815337,6.6185493683973793e-09,0.19041559486652979,0.0004957115273660211
71,0.0047172417789415558,7.3176574488594645e-07,0.014826585,0,0,0,0,0.0067340929936715345,9.2459189360104763e-07,0.0016266125358492093,4.650168832398788e-08,0.0011137781542328951,1.9666077745222721e-08
72,0.0055490086659468578,0.0048743052930966344,0.01474691,0,0,0,0,0.0067340929936715345,9.2459189360104763e-07,0.0036204138554804133,2.2943610162988871e-07,0,0
73,0.013189475149796837,0.0048719147802264969,0.014772119,0,0,0,0,0.0067340929936715345,9.2459189360104763e-07,0.0036204138554804133,2.2943610162988871e-07,0.011998077590687784,1.9024147497166475e-06
74,0.019601639960053426,0.0073152403126825307,0.014768702999999999,0,0,0,0,0.0067340929936715345,9.2459189360104763e-07,0.016534326377095288,4.2141881657428466e-06,0,0
75,0.044881261234085403,0.012200396359492287,0.014757942,0,0,0,0,0.0067340929936715345,9.2459189360104763e-07,0.032922391524293174,1.7197917793120815e-05,0,0
